SYMBOL,avg_log2FC,AveExpr,t,Pvalue,adj.P.Val,B
B3GAT3,0.204826373,2.578444209,3.637140355,0.006116813,0.092594777,-2.237241001
NFASC,-0.524768963,2.947816588,-3.636804211,0.006119877,0.092594777,-2.237743879
PKMYT1,0.219719011,3.170321377,3.634592807,0.006140076,0.092594777,-2.241052521
MFSD6,-0.240194729,3.249775654,-3.634137653,0.006144242,0.092594777,-2.241733581
EPS15,-0.090160486,3.407244097,-3.633347106,0.006151485,0.092594777,-2.242916559
LONP1,0.130398436,3.354706627,3.632841307,0.006156123,0.092594777,-2.243673478
EFHD2,0.181383935,3.432183201,3.632838321,0.006156151,0.092594777,-2.243677945
RUNDC3B,-0.331961018,2.17896014,-3.63205384,0.006163353,0.092594777,-2.244851966
MFHAS1,0.512986349,3.159382687,3.631633117,0.006167219,0.092594777,-2.245481633
BNIPL ,-0.585769234,3.236483845,-3.630342015,0.0061791,0.092594777,-2.247414064
CACTIN,0.135496451,2.956447117,3.630303443,0.006179455,0.092594777,-2.247471799
MMRN1,-0.708347787,2.786556128,-3.630205501,0.006180357,0.092594777,-2.2476184
TGIF2,0.604497932,2.767902816,3.62947727,0.006187071,0.092603305,-2.248708464
SLU7,-0.126450474,3.356949291,-3.6271373,0.006208694,0.092736097,-2.252211508
POP1,0.353270595,2.705674707,3.627052896,0.006209476,0.092736097,-2.252337876
BRMS1,0.143201386,3.409143948,3.626177923,0.006217583,0.092736097,-2.253647927
UBAP1,-0.146477861,3.291192444,-3.625857521,0.006220554,0.092736097,-2.25412767
SNAPC3,-0.160378346,3.119855785,-3.624473973,0.006233403,0.092835822,-2.256199418
LOC100133315,0.390423542,2.420180194,3.62351101,0.006242363,0.092877483,-2.257641508
ADAR,0.126997733,3.701018752,3.620686215,0.006268724,0.093036746,-2.261872422
UBE2E3,0.094195119,3.746333553,3.620129208,0.006273936,0.093036746,-2.262706805
PLCB4,-0.64125499,3.005505792,-3.619449278,0.006280304,0.093036746,-2.263725374
GATM,-0.317747679,3.345246189,-3.618376595,0.006290365,0.093036746,-2.265332415
TXNRD3 ,0.411278074,2.042476603,3.618092739,0.00629303,0.093036746,-2.265757697
SLC5A1,-0.741134045,2.095967376,-3.617977392,0.006294113,0.093036746,-2.265930517
LPAR1,-0.203876362,3.337306026,-3.617747122,0.006296277,0.093036746,-2.266275524
CREBRF,-0.427323169,2.533508341,-3.616361226,0.006309313,0.093091111,-2.268352109
COX17 ,0.120515425,3.613885714,3.616043234,0.006312309,0.093091111,-2.26882861
SLC43A3,-0.215464875,3.020360951,-3.614170136,0.006329983,0.093208146,-2.271635629
BGLAP ,0.489459031,2.278587404,3.61389185,0.006332613,0.093208146,-2.272052702
NSL1,0.114783053,3.460240741,3.61112317,0.006358845,0.093502938,-2.276202679
PRKDC,0.14350737,3.613277663,3.608850135,0.006380467,0.093586323,-2.279610401
MIR210HG,-0.772455135,2.660294335,-3.608497524,0.006383828,0.093586323,-2.280139088
LPCAT1,0.321493948,3.153635007,3.60783057,0.006390191,0.093586323,-2.281139124
SPINK7,-1.288252164,3.010808078,-3.607381421,0.006394479,0.093586323,-2.28181261
CNTNAP3 ,-0.307734799,3.212361856,-3.606333517,0.006404497,0.093586323,-2.283384003
HSPB6,-0.492039457,2.670345667,-3.605582693,0.006411685,0.093586323,-2.284509987
FLG,-0.954173235,2.448801008,-3.60555053,0.006411993,0.093586323,-2.284558222
CCDC138,0.4068212,2.056460515,3.605077393,0.006416527,0.093586323,-2.285267804
B4GALT3,0.154458972,3.321154953,3.604673583,0.006420399,0.093586323,-2.285873433
SNRPE,0.095393781,3.7919955,3.603908949,0.006427739,0.093602779,-2.287020275
LRFN4,0.708426853,2.294986967,3.600663069,0.006458993,0.093967128,-2.291889386
MAMDC2,-0.720709449,3.076763852,-3.598286442,0.00648198,0.094140838,-2.295455313
MBD3,0.204308991,2.836012388,3.597597178,0.006488662,0.094140838,-2.296489616
NUDCD1,0.475944216,2.514490878,3.597297838,0.006491567,0.094140838,-2.296938821
HIST2H2BE,-0.25961792,3.423579276,-3.596849697,0.006495918,0.094140838,-2.297611343
TNIP2,0.117488574,3.239136552,3.59604367,0.006503751,0.094163818,-2.298821
SLC35D2,-0.16390694,3.042441079,-3.59365905,0.006526984,0.094409506,-2.302400193
TSPAN31,-0.126774909,3.113556715,-3.590798773,0.006554968,0.094641503,-2.306694185
TMEM255A,-0.520876667,2.664882238,-3.590736135,0.006555582,0.094641503,-2.30678823
MAFF,-0.299838432,3.155187732,-3.587917452,0.006583285,0.094923451,-2.31102072
BEX4,-0.138961221,3.527102335,-3.587468664,0.006587708,0.094923451,-2.311694697
TOP2A,0.291745195,3.466002642,3.586801436,0.006594288,0.09492752,-2.312696764
RHOT1,-0.081044462,3.526445211,-3.583521614,0.006626737,0.095227768,-2.317623259
COL4A3BP,-0.18528574,3.316302151,-3.582797083,0.006633928,0.095227768,-2.318711715
SH3PXD2A-AS1,-0.693193946,2.716332836,-3.58241176,0.006637756,0.095227768,-2.319290606
HIGD1A,-0.092027668,3.836053836,-3.581688252,0.00664495,0.095227768,-2.320377618
SH3BGRL2,-0.956135742,3.025191879,-3.58109402,0.006650864,0.095227768,-2.321270446
STX19,-0.602248783,2.473826166,-3.580874037,0.006653055,0.095227768,-2.32160098
ZBTB7C,-0.30427926,3.482374276,-3.578040332,0.006681345,0.095541959,-2.325859224
GCN1L1,0.114330361,3.350854112,3.575184004,0.006709989,0.09572732,-2.330152391
CENPM,0.288233337,2.675345912,3.574912769,0.006712716,0.09572732,-2.330560114
REV3L,-0.15404993,3.38613445,-3.5745048,0.00671682,0.09572732,-2.331173396
HDLBP,-0.097696533,3.53504292,-3.573487836,0.006727061,0.09572732,-2.332702231
SLC38A6,0.269308867,3.008010509,3.57265219,0.006735488,0.09572732,-2.333958575
PAICS,0.129218382,3.639354025,3.572486682,0.006737158,0.09572732,-2.334207415
APOLD1,-0.242798913,3.380522167,-3.572327409,0.006738766,0.09572732,-2.334446885
SHC1,0.235304129,3.150059977,3.571048333,0.006751694,0.095762847,-2.336370097
ITIH5,-0.355030709,2.902893777,-3.570822946,0.006753975,0.095762847,-2.336709008
LOC283045,-0.224966754,2.20635957,-3.570079125,0.006761507,0.095779547,-2.337827518
PALMD,-0.338659151,3.309463351,-3.568811711,0.006774363,0.095871544,-2.339733518
SMS,0.12422664,3.497317723,3.567311497,0.006789613,0.095936386,-2.341989848
CDCA8,0.288925547,3.06682045,3.566972353,0.006793065,0.095936386,-2.342499958
RUNX1T1,-0.489790061,2.455451751,-3.566322535,0.006799686,0.095936386,-2.343477391
TAF2,0.18045886,3.122525691,3.565859695,0.006804405,0.095936386,-2.344173608
MKRN2,-0.096444236,3.318775967,-3.564587016,0.006817401,0.09602978,-2.346088132
FEN1,0.178910318,3.310430375,3.561882003,0.006845109,0.096330053,-2.350157961
GLIDR,-0.136783042,3.078160691,-3.559725139,0.006867288,0.096545343,-2.353403659
DOCK6,0.157108714,3.069379719,3.559149648,0.006873219,0.096545343,-2.354269761
LOC101060373 ,0.104650748,3.682857484,3.55799251,0.00688516,0.096583868,-2.356011338
TGS1,0.164383397,3.321674381,3.557551712,0.006889714,0.096583868,-2.356674811
RP11-44F14.8,0.41796567,2.182264661,3.557022564,0.006895186,0.096583868,-2.357471294
OGN,-0.941226643,2.655378163,-3.553995826,0.006926572,0.096933423,-2.362027796
CHP1,-0.491696203,2.674534401,-3.552903683,0.006937934,0.097002363,-2.363672178
C9orf142,0.127892357,2.87889491,3.55163714,0.006951136,0.097066991,-2.365579312
ALDH16A1,0.259743003,3.001561687,3.551224993,0.006955437,0.097066991,-2.366199953
CEACAM5,-0.64494218,3.469055059,-3.549260518,0.006975979,0.097207789,-2.369158461
NCOR2,0.160665001,3.431357921,3.549026985,0.006978425,0.097207789,-2.369510191
TOP1MT,0.272618592,3.061773736,3.548187641,0.006987225,0.097240493,-2.3707744
ABCB1,-0.314948864,2.449181955,-3.545792143,0.007012404,0.097498557,-2.374382898
ZNF639,0.112385887,3.530467771,3.54519396,0.007018706,0.097498557,-2.375284081
POM121C,0.160125609,3.287907488,3.542739722,0.007044626,0.09776851,-2.378981886
PPP3CC,-0.152503395,3.069765089,-3.541388991,0.007058935,0.097859352,-2.38101732
CHMP2A,-0.07975829,3.634060411,-3.540896718,0.007064157,0.097859352,-2.381759181
CCL14 ,-0.524962998,3.244716117,-3.53980137,0.007075792,0.097865401,-2.383409984
RAD54B,0.49694232,2.796946436,3.539633209,0.00707758,0.097865401,-2.38366343
GPAA1,0.169035073,3.326807692,3.538731777,0.007087173,0.097908223,-2.385022097
USP22,0.095642831,3.503620084,3.536848385,0.00710726,0.098018788,-2.387861094
ATP13A3,0.151868173,3.501544445,3.536761994,0.007108183,0.098018788,-2.387991327
NEURL4,0.260614974,2.898795007,3.535900276,0.007117395,0.098056103,-2.389290406
CHST1,0.560001647,2.453008316,3.534640589,0.007130884,0.098152222,-2.391189589
MAML3,-0.375148944,3.230132426,-3.533720711,0.007140751,0.09819836,-2.392576565
PLBD2,0.137452817,3.16853042,3.531655917,0.007162952,0.098224624,-2.395690163
SFPQ,0.096931886,3.436724945,3.531504176,0.007164587,0.098224624,-2.395918999
CRYAB,-0.20449281,3.583076383,-3.531241959,0.007167412,0.098224624,-2.396314446
CRYL1,-0.320454349,3.103769218,-3.531119756,0.007168729,0.098224624,-2.396498742
LINC00957,-0.239309127,3.210352274,-3.530475436,0.007175678,0.098230533,-2.397470475
PDRG1,0.178500428,3.274908043,3.529338432,0.007187957,0.09830934,-2.399185363
FBXL3,-0.096136746,3.586895044,-3.528149742,0.007200819,0.098382297,-2.400978357
ZCCHC11,0.110928642,3.265420685,3.527639526,0.007206347,0.098382297,-2.401748003
PDZD8,-0.189619014,3.32361813,-3.526303066,0.007220848,0.098415899,-2.40376415
PARP4,-0.137501516,3.458436953,-3.525761376,0.007226734,0.098415899,-2.404581385
CEP55,0.339085142,3.293278733,3.525500219,0.007229574,0.098415899,-2.404975398
TMEM184A,-0.59515774,2.932067316,-3.524464916,0.007240842,0.098415899,-2.406537452
MIR4745 ,0.087196584,3.715955566,3.524408553,0.007241456,0.098415899,-2.406622495
ACAA2,-0.301198415,3.142755233,-3.523443845,0.007251975,0.098417714,-2.408078147
CENPI,0.342848674,2.250246681,3.52319873,0.00725465,0.098417714,-2.408448019
PRPF4,0.093968315,3.393855141,3.521571464,0.007272435,0.098481943,-2.410903681
SGMS2,-0.165386333,3.400283884,-3.521569893,0.007272452,0.098481943,-2.410906052
EPC1,-0.125291236,3.343702299,-3.519396918,0.007296274,0.098553819,-2.414185679
IFI44,0.55348603,2.80366003,3.519357574,0.007296706,0.098553819,-2.414245064
EOGT,-0.123608103,3.291613438,-3.51929653,0.007297377,0.098553819,-2.414337204
WNT5B,-0.560893264,2.524614861,-3.517827092,0.007313535,0.098599927,-2.416555304
NOL4L,0.218759111,2.877941345,3.517796255,0.007313875,0.098599927,-2.416601854
IQGAP3,0.350717735,3.001342564,3.513580998,0.007360439,0.099138998,-2.422966047
KLHL2,-0.110043154,3.428284983,-3.51243797,0.00737312,0.099221125,-2.424692121
CAMK2D,-0.201287345,3.355818264,-3.511844185,0.007379716,0.099221304,-2.425588846
PDCD11,0.132466067,3.180725609,3.511209176,0.007386777,0.099227726,-2.426547867
EIF4E3,-0.616751875,2.488789153,-3.510362596,0.007396202,0.099264319,-2.427826481
LOC100130093 ,0.126379811,3.349438128,3.509782014,0.007402673,0.099264319,-2.428703396
ADAMTS5,-0.571298,3.023622225,-3.508515159,0.007416814,0.099301462,-2.430616987
NCOA5,0.247930714,3.121714319,3.507934931,0.0074233,0.099301462,-2.431493483
SNX9,-0.112139387,3.392925121,-3.507334217,0.007430022,0.099301462,-2.432400961
CDC25C,0.212158437,2.171883065,3.507175632,0.007431797,0.099301462,-2.432640538
STX12,-0.129357523,3.453288801,-3.505995362,0.007445025,0.099319538,-2.434423667
SEC22B,-0.132683774,3.539568972,-3.505764146,0.00744762,0.099319538,-2.434773001
SOGA1,0.587918377,2.166507949,3.505292106,0.007452919,0.099319538,-2.435486205
FBXL7,-0.442128254,3.070345274,-3.504181906,0.007465399,0.099397958,-2.437163693
ARL6IP5,-0.123775557,3.559383323,-3.502494048,0.007484414,0.099459553,-2.439714265
DNAJC30,0.078225572,3.153013942,3.502443822,0.00748498,0.099459553,-2.439790168
KLK12,-0.910380593,2.85442548,-3.501330917,0.007497547,0.099459553,-2.441472083
EMP1,-0.663636177,3.026144317,-3.501075604,0.007500433,0.099459553,-2.441857952
EGLN2 ,0.112888491,3.217338283,3.500700567,0.007504675,0.099459553,-2.44242478
IL36A,-0.939868756,2.483505976,-3.500263715,0.007509619,0.099459553,-2.443085054
SPPL2B,0.140271373,2.024866542,3.498897267,0.007525105,0.099567705,-2.445150482
DVL3,0.143328828,3.533551109,3.497956828,0.007535783,0.099567705,-2.446572099
DNAJC2,0.130898199,3.535616071,3.497796676,0.007537603,0.099567705,-2.446814204
RELB,0.276458504,2.944512153,3.496155117,0.007556285,0.09971641,-2.449295926
RBBP5,0.308493125,2.551835376,3.495645652,0.007562092,0.09971641,-2.450066198
HSPD1,0.111927731,3.738883621,3.491528082,0.007609206,0.100132596,-2.456292659
PYGO2,0.153940856,3.111790036,3.491031207,0.007614912,0.100132596,-2.457044138
CXorf57,0.472452553,2.414732841,3.490699087,0.007618728,0.100132596,-2.457546455
THOC6,0.220580463,2.646131939,3.489857477,0.007628409,0.100132596,-2.458819408
ATP1A2,-0.887058449,2.645997559,-3.489726281,0.007629919,0.100132596,-2.45901785
EPB41L4A-AS2,-0.472587226,2.112878215,-3.489413928,0.007633516,0.100132596,-2.459490313
MAPK3,-0.149031316,3.365810172,-3.487228758,0.007658729,0.10037597,-2.462795877
C12orf54,0.470893184,2.827012116,3.484252536,0.007693211,0.100740294,-2.467298896
INTS8,0.167204961,3.403133019,3.482299705,0.007715925,0.100950022,-2.470254034
HPS3,0.165034087,3.330648185,3.481619662,0.007723852,0.100966082,-2.471283209
SLC25A15,0.481933784,2.73148574,3.479449598,0.007749203,0.101065807,-2.4745677
BSG,0.126126609,3.502181776,3.478861674,0.007756086,0.101065807,-2.475457635
SUV39H2,0.165229589,3.197233909,3.47859007,0.007759268,0.101065807,-2.475868772
GYS2,-0.998523474,2.286761173,-3.478329677,0.007762321,0.101065807,-2.476262944
CST1,1.334342575,2.338258682,3.478100459,0.007765008,0.101065807,-2.476609932
BC017398 ,0.827228174,2.781518026,3.476149705,0.007787922,0.101276579,-2.479563185
TGM3,-0.931585985,3.487750653,-3.474767645,0.007804198,0.101400756,-2.48165573
ATG2A,0.104519047,3.255468237,3.473022176,0.007824806,0.101429277,-2.484298788
ARHGAP35,0.127015907,2.401357126,3.472683388,0.007828813,0.101429277,-2.484811832
ZNF426,-0.330675017,3.147093883,-3.472555299,0.007830328,0.101429277,-2.485005806
NSRP1,-0.094353968,3.416322757,-3.47230316,0.007833312,0.101429277,-2.485387644
MME,0.79134782,2.070577024,3.470933929,0.007849537,0.101552116,-2.487461313
UQCC1,0.116397333,3.261821026,3.469600009,0.007865377,0.101669777,-2.489481691
SENP3 ,0.164536041,3.033457329,3.468697791,0.00787611,0.101721273,-2.490848311
RP11-391M1.4,-0.326355629,2.991720936,-3.468013158,0.007884265,0.101739414,-2.491885403
VGLL3,-0.289692723,2.513815418,-3.466351758,0.007904091,0.101889385,-2.494402322
MEIS1,-0.340843886,3.199299483,-3.465860594,0.007909962,0.101889385,-2.495146458
NPM3,0.214380221,3.235052143,3.465341953,0.007916167,0.101889385,-2.495932252
GINS2,0.215291797,3.21664254,3.464113834,0.00793088,0.101991662,-2.497793087
C15orf62,-0.559901995,2.749259456,-3.460808087,0.007970627,0.102309697,-2.502802699
H2AFV,0.093269637,3.582143264,3.460751426,0.007971311,0.102309697,-2.502888576
NOX4,0.321943919,2.175490566,3.460303164,0.007976717,0.102309697,-2.503567972
TMEM39B,0.157432328,3.076029572,3.45961622,0.00798501,0.102309697,-2.504609162
TMEM63B,0.126158238,3.234491039,3.459024895,0.007992155,0.102309697,-2.505505462
SAP18,-0.220403297,3.357411891,-3.458678917,0.007996339,0.102309697,-2.506029893
LSR,0.175745014,3.497889636,3.457006673,0.008016594,0.102481856,-2.508564848
HAT1,0.119844038,3.607746088,3.454732507,0.008044227,0.102747957,-2.512012718
IRF3,0.156443288,3.297844931,3.453815478,0.008055398,0.10280352,-2.513403178
PARD3,-0.102262362,3.503062173,-3.452360202,0.008073159,0.102921516,-2.515609939
CMSS1,0.174836066,3.326345631,3.451579337,0.008082706,0.102921516,-2.516794123
RDH12,-1.042183473,2.450720608,-3.451381294,0.00808513,0.102921516,-2.517094465
PGAP1,0.098611098,3.169924849,3.449587629,0.008107112,0.103114256,-2.519814832
IGFL1,-0.961580897,3.010642188,-3.448435345,0.008121267,0.10315651,-2.521562619
AUNIP,0.463398255,2.634366087,3.448203148,0.008124123,0.10315651,-2.521914833
SLC29A2,0.288036492,2.552973645,3.447087148,0.008137862,0.103243987,-2.52360774
PRR5,0.429597718,2.581312756,3.445360618,0.008159166,0.103427206,-2.526227033
HCG22,-0.791018202,2.22165588,-3.444261058,0.008172764,0.103512522,-2.527895319
NUP210,0.302862355,3.124516134,3.44249355,0.008194673,0.103658136,-2.53057729
TMUB2,-0.074284818,3.185206726,-3.442028675,0.008200446,0.103658136,-2.531282731
KLF16,0.43173342,2.633363874,3.441670697,0.008204894,0.103658136,-2.531825974
EIF3J-AS1,-0.214806083,3.028431412,-3.439106349,0.008236832,0.103955017,-2.535717823
SESN2,-0.209592337,3.068022977,-3.438677362,0.008242187,0.103955017,-2.536368951
TNFRSF19,-0.701885492,2.969172277,-3.435812499,0.008278047,0.104320008,-2.540717792
RRS1,0.251211776,3.451004758,3.431341715,0.008334338,0.10494164,-2.547506054
FLJ10038,-0.138159316,2.637118397,-3.428362316,0.008372075,0.105283821,-2.552030967
IFT122 ,0.300239956,3.014653402,3.428076278,0.008375707,0.105283821,-2.552465428
CPT2,-0.225910589,3.006142439,-3.427295586,0.00838563,0.105283821,-2.553651259
HYOU1,0.150416987,3.586844211,3.426994849,0.008389455,0.105283821,-2.55410808
DUSP22 ,-0.22020244,3.240543287,-3.425513257,0.008408329,0.105422166,-2.556358754
PHF5A,0.095339865,3.393671659,3.425032087,0.008414468,0.105422166,-2.557089741
NOL10,0.115587459,3.353616958,3.42431524,0.008423623,0.105449209,-2.558178811
AK021804,-0.500256347,2.512194425,-3.421558429,0.008458928,0.105803294,-2.562367565
CCNG2,-0.146689506,3.703906036,-3.42079056,0.00846879,0.105838807,-2.563534416
IBTK,-0.149205378,3.512749581,-3.419234778,0.008488807,0.105921549,-2.565898753
AKAP13,-0.1595192,3.197646563,-3.418860747,0.008493627,0.105921549,-2.566467207
MPZL3,-0.579061685,2.491231311,-3.418638421,0.008496494,0.105921549,-2.566805105
CCNA2,0.352658819,3.075219294,3.417567416,0.008510316,0.106002259,-2.568432923
DDX18,0.122860765,3.327434041,3.417047538,0.008517034,0.106002259,-2.569223126
SUCLG2,-0.11539797,3.557562194,-3.415962376,0.008531075,0.10603446,-2.570872632
CTB-167B5.2,-0.359002401,2.436717429,-3.415760329,0.008533692,0.10603446,-2.571179767
ANKRD46 ,0.353374161,2.93013394,3.415101694,0.008542228,0.106053101,-2.572180998
SPATC1L,0.37606901,2.753233621,3.413370472,0.00856471,0.106244695,-2.574812938
CHPF2,0.16489001,2.986822947,3.412231609,0.008579533,0.10634105,-2.576544486
ZMIZ1,-0.134368074,3.628562634,-3.410016514,0.008608441,0.106611688,-2.579912722
NPLOC4,0.117197143,3.321910945,3.407409117,0.008642601,0.106946861,-2.583878099
ABCA5,-0.185876927,3.261475726,-3.404071168,0.00868654,0.107354098,-2.58895548
THAP7,0.175327195,3.102404231,3.403827529,0.008689756,0.107354098,-2.589326125
HAUS7 ,0.308079865,2.487674829,3.401317301,0.008722967,0.107676131,-2.593145224
METTL7A,-0.217144832,3.653303888,-3.400063909,0.0087396,0.107793162,-2.595052382
YWHAG,0.07809725,3.818673368,3.398912117,0.008754913,0.107893749,-2.59680508
RBM38,0.371847696,3.10465336,3.398228207,0.00876402,0.107917734,-2.597845855
YRDC,0.126294786,3.429129917,3.39586003,0.00879563,0.10816185,-2.6014501
TRMT1,0.167895138,3.305648558,3.395259036,0.008803671,0.10816185,-2.602364869
ARID1A,0.118640759,3.47780314,3.395131836,0.008805374,0.10816185,-2.602558484
KDELC1,0.286628584,2.642895463,3.394324291,0.008816192,0.108206558,-2.603787706
APOBEC3B,0.458791771,3.04595885,3.393533056,0.008826806,0.10824868,-2.604992162
NDUFS3 ,0.106666702,3.348235601,3.39198047,0.008847673,0.108413069,-2.607355759
CTNNAL1,-0.186367938,3.357708379,-3.391466092,0.008854597,0.108413069,-2.608138879
ADA,0.215895474,3.346327914,3.390173836,0.008872018,0.1085382,-2.610106398
BANF1,0.120182453,3.649453305,3.389140145,0.00888598,0.108620835,-2.611680356
RAB3IP,0.278479113,3.066361658,3.388448592,0.008895333,0.108647053,-2.61273341
GOLGA4,-0.090379202,3.596620472,-3.387132814,0.008913158,0.108694922,-2.614737124
ATP1B1,-0.13739589,3.838395336,-3.386982161,0.008915201,0.108694922,-2.614966554
LDB3,-0.67554393,3.108451211,-3.384801308,0.008944835,0.108694922,-2.618288029
LINC00938,-0.210972698,3.295845174,-3.384688728,0.008946367,0.108694922,-2.618459502
MFSD10,0.222897094,3.179908674,3.384603139,0.008947533,0.108694922,-2.618589866
PTGS1,-0.800138758,2.730342271,-3.384176562,0.008953343,0.108694922,-2.619239611
MRPS12,0.168954758,1.743953528,3.383652897,0.008960481,0.108694922,-2.620037259
BLOC1S3,0.20308881,2.895515311,3.382636879,0.008974348,0.108694922,-2.621584936
SCEL,-1.072224918,3.054437325,-3.382582482,0.008975091,0.108694922,-2.6216678
APPBP2,-0.112671244,3.301803002,-3.382173256,0.008980683,0.108694922,-2.622291195
DCTN2,-0.081004288,3.627878374,-3.382034496,0.00898258,0.108694922,-2.622502579
KCTD13,0.149321138,2.900624706,3.381799503,0.008985793,0.108694922,-2.622860564
OPTN,-0.15334146,3.358220756,-3.378016594,0.00903769,0.109232868,-2.62862414
ERF,0.318488858,2.90619451,3.376968287,0.009052128,0.109232868,-2.630221562
ZNF696,0.813668308,2.131909073,3.376652915,0.009056476,0.109232868,-2.63070215
MIR3934 ,0.152061542,3.489440744,3.375837025,0.009067734,0.109232868,-2.631945506
ALDH3B1,-0.441484686,2.15635249,-3.375479754,0.009072669,0.109232868,-2.632489982
FAR1,-0.23451176,3.337449988,-3.375401585,0.009073749,0.109232868,-2.632609112
NANP,0.161905507,3.179590577,3.372833394,0.00910931,0.109573441,-2.636523363
LRP10,-0.118978399,3.701395934,-3.371227244,0.009131624,0.109635008,-2.638971654
ZNF469,0.378602018,2.18681164,3.371077881,0.009133702,0.109635008,-2.639199344
NFYA,0.229252594,2.58662359,3.37089476,0.009136251,0.109635008,-2.639478497
BOC,-0.342910524,3.368102875,-3.369341432,0.009157897,0.10980734,-2.641846548
PCIF1,0.131789414,3.012487176,3.367933267,0.009177567,0.10995572,-2.643993494
CEBPA,0.172070374,3.312747885,3.364110082,0.009231196,0.110496107,-2.649823403
FAM200B,0.131777343,3.085737001,3.363451835,0.009240463,0.110496107,-2.65082729
DERL1,0.117148962,3.398998393,3.363153582,0.009244665,0.110496107,-2.651282166
NUTM2A-AS1,0.389500144,2.510288551,3.361199047,0.009272251,0.110727948,-2.6542633
SMYD2,0.539626259,2.384128516,3.360739124,0.009278755,0.110727948,-2.654964843
VANGL2,0.369836309,3.168514301,3.358981583,0.009303653,0.110884465,-2.657645889
BRAT1,0.260509226,2.950354294,3.358162249,0.009315284,0.110884465,-2.658895842
PSME4,0.097538925,3.501916023,3.357133988,0.009329903,0.110884465,-2.660464615
APOOL,-0.104484029,3.411624992,-3.357028508,0.009331404,0.110884465,-2.660625546
CAPN14,-1.138254325,3.071976384,-3.356917649,0.009332982,0.110884465,-2.660794687
LOC101927137 ,0.321156488,1.987301816,3.356704722,0.009336013,0.110884465,-2.661119556
NEO1,0.175286368,3.194280526,3.355385225,0.00935482,0.110933233,-2.66313285
C9orf152,-0.509324119,2.208819859,-3.355383873,0.009354839,0.110933233,-2.663134912
SLC25A19,0.255856302,3.01042606,3.354488866,0.009367619,0.110997446,-2.664500608
BUB1B,0.252601567,3.269209181,3.35334146,0.009384029,0.111024601,-2.666251549
KLHDC8B,-0.184694762,3.196516168,-3.353132615,0.009387019,0.111024601,-2.666570259
NOL11,0.08821519,3.479416658,3.352784236,0.009392009,0.111024601,-2.667101915
CIAO1,0.108209135,3.353245993,3.350809463,0.009420349,0.111217988,-2.670115798
ACBD6,0.107874802,3.2068564,3.350616206,0.009423127,0.111217988,-2.670410765
DSC2,-0.532883393,3.349911901,-3.349274941,0.009442432,0.111327228,-2.672458019
PRSS2,-0.749709826,2.312297716,-3.348349596,0.009455775,0.111327228,-2.673870524
POGLUT1,0.142811072,3.257224509,3.348190016,0.009458078,0.111327228,-2.674114126
SPIDR,0.216432296,2.928792279,3.347923371,0.009461928,0.111327228,-2.674521168
MYO5C,-0.325655686,3.270332469,-3.345833587,0.009492155,0.11159576,-2.677711514
FABP6,0.926060558,2.373374956,3.344433146,0.009512468,0.111747407,-2.679849705
LIPE,0.298886573,2.771294455,3.342768944,0.009536667,0.111944424,-2.682390834
IL32,0.432424017,3.105160019,3.342051709,0.009547116,0.111979865,-2.683486083
VAV3,-0.238533544,3.386208582,-3.341210902,0.00955938,0.112036528,-2.684770092
TK1,0.214654383,3.325827243,3.339184097,0.009589012,0.112296495,-2.687865514
IL18,-0.489925797,3.342795865,-3.338095015,0.009604974,0.112396097,-2.689528959
LOC101929841 ,-0.09745371,3.212677877,-3.33662519,0.009626561,0.112450997,-2.691774112
MPC1,-0.131285612,3.503639265,-3.336442138,0.009629253,0.112450997,-2.692053737
GGT7,0.217471676,1.744033409,3.335444705,0.009643936,0.112450997,-2.69357744
CLIC3,-0.550696315,3.409767163,-3.334999178,0.009650501,0.112450997,-2.694258066
C16orf95,0.398905304,2.525555003,3.334532202,0.009657388,0.112450997,-2.694971479
FAIM,0.098042748,3.473865249,3.334373487,0.00965973,0.112450997,-2.695213957
RNASEH2A,0.253256726,3.252963636,3.334227002,0.009661892,0.112450997,-2.695437753
GAPVD1,-0.087678104,3.484457479,-3.332900218,0.009681497,0.112592229,-2.697464861
BUB3,0.084391288,3.387836276,3.330061802,0.00972358,0.112994442,-2.701802023
POMGNT1,0.242432244,3.078465943,3.329055858,0.00973854,0.113081101,-2.703339298
SEPN1,0.169883223,3.251909302,3.328027188,0.009753863,0.113141121,-2.704911397
HSD17B8,-0.130447913,3.274174198,-3.327297697,0.009764744,0.113141121,-2.706026322
USP54,-0.253730411,3.277105309,-3.327198264,0.009766229,0.113141121,-2.706178294
NELFB,0.085648559,3.270379685,3.324429408,0.009807654,0.113397331,-2.710410556
RP11-199F11.2,0.38239511,2.282422284,3.324339914,0.009808996,0.113397331,-2.71054736
ARL4A,-0.218067747,3.504932799,-3.324090113,0.009812743,0.113397331,-2.710929221
WDR43,0.146511905,3.372925048,3.323710572,0.009818439,0.113397331,-2.711509423
PCBP1-AS1,-0.545167587,2.465103394,-3.322509079,0.009836493,0.113459954,-2.713346219
SLC22A15,-0.322320203,2.995532042,-3.322347952,0.009838917,0.113459954,-2.713592553
RMI1,0.120013685,3.279847489,3.319908031,0.009875697,0.113784715,-2.717323034
PRPF40B,0.286703085,2.541596878,3.31947907,0.009882178,0.113784715,-2.717978942
HADHA,-0.077087702,3.575966387,-3.31887061,0.009891379,0.113803716,-2.718909342
CLDN11,-0.724140254,2.947168495,-3.31805589,0.009903713,0.113858706,-2.720155186
